# scene=cradle krb=on dt=0.0166667 seconds=600 sample_every=60 e0=13.2716
t_s,ke,pe,e_total,e_over_e0,peak_height
306,0.365818,13.9988,14.3646,1.08235,1.48391
307,14.1842,-0.0454917,14.1387,1.06533,0.0218179
308,1.10194,13.3595,14.4614,1.08965,1.4142
309,12.9231,1.22205,14.1452,1.06582,0.153388
310,2.5273,11.9363,14.4636,1.08981,1.26901
311,10.9587,3.13982,14.0985,1.0623,0.35713
312,4.54257,9.92472,14.4673,1.09009,1.06277
313,8.56394,5.52062,14.0846,1.06125,0.603895
314,6.94583,7.55231,14.4981,1.09241,0.814492
315,6.0675,8.02979,14.0973,1.06221,0.865085
316,9.47601,5.03471,14.5107,1.09336,0.553016
317,3.76817,10.3635,14.1317,1.0648,1.10832
318,11.8202,2.70016,14.5203,1.09409,0.311445
319,1.92119,12.2249,14.1461,1.06589,1.30241
320,13.6631,0.836537,14.4996,1.09253,0.119366
321,0.706224,13.4866,14.1929,1.06941,1.43331
322,14.7341,-0.261451,14.4727,1.0905,0.0077132
323,0.234024,13.9933,14.2274,1.07201,1.48716
324,14.4968,-0.432033,14.0647,1.05976,-0.00797749
325,0.544161,13.7296,14.2737,1.07551,1.45966
326,13.6794,0.363813,14.0432,1.05814,0.0745827
327,1.63994,12.7229,14.3628,1.08222,1.3533
328,12.0416,1.97513,14.0167,1.05614,0.241887
329,3.37268,11.0399,14.4126,1.08597,1.17799
330,9.82596,4.17052,13.9965,1.05462,0.469346
331,5.60774,8.78475,14.3925,1.08445,0.948263
332,7.33765,6.66625,14.0039,1.05517,0.728195
333,8.11268,6.33278,14.4455,1.08845,0.690564
334,4.922,9.14555,14.0675,1.05997,0.982605
335,10.5988,3.8238,14.4226,1.08672,0.435056
336,2.77976,11.2514,14.0311,1.05723,1.20378
337,12.7478,1.68903,14.4368,1.0878,0.211822
338,1.21067,12.8629,14.0736,1.06043,1.37101
339,14.2568,0.130921,14.3878,1.0841,0.0550451
340,0.33582,13.7871,14.1229,1.06414,1.46657
341,14.5315,-0.53691,13.9946,1.05448,-0.00951481
