# scene=cradle krb=on dt=0.0166667 seconds=600 sample_every=60 e0=13.2716 velocity_iterations=8 position_iterations=3
t_s,ke,pe,e_total,e_over_e0,peak_height
369,3.13389,10.9545,14.0884,1.06154,1.17314
370,9.77329,3.93542,13.7087,1.03293,0.455571
371,5.37544,8.76132,14.1368,1.06519,0.948255
372,7.32262,6.40222,13.7248,1.03415,0.710323
373,7.87807,6.25182,14.1299,1.06467,0.694836
374,4.84925,8.91744,13.7667,1.0373,0.962225
375,10.371,3.78428,14.1553,1.06658,0.442181
376,2.71454,11.0364,13.751,1.03612,1.18286
377,12.5398,1.59661,14.1364,1.06516,0.219638
378,1.11393,12.6939,13.8078,1.0404,1.35164
379,14.0858,0.0565399,14.1423,1.0656,0.0605789
380,0.198617,13.665,13.8636,1.04461,1.45079
381,14.7399,-0.630528,14.1094,1.06312,-0.0113871
382,0.0489576,13.9022,13.9511,1.0512,1.47189
383,14.1506,-0.407019,13.7436,1.03556,0.0124795
384,0.704544,13.3148,14.0193,1.05634,1.4134
385,12.9964,0.743071,13.7394,1.03525,0.128788
386,2.05873,11.9966,14.0553,1.05905,1.28057
387,11.1092,2.58729,13.6965,1.03201,0.319843
388,4.01778,10.0345,14.0523,1.05882,1.08328
389,8.75759,4.94298,13.7006,1.03232,0.561613
390,6.40555,7.72607,14.1316,1.0648,0.845547
391,6.28189,7.50903,13.7909,1.03913,0.818953
392,8.94164,5.23127,14.1729,1.06791,0.588585
393,3.90715,9.83798,13.7451,1.03568,1.06093
394,11.3378,2.80587,14.1437,1.06571,0.342913
395,1.97258,11.7926,13.7652,1.03719,1.26133
396,13.28,0.890423,14.1704,1.06772,0.143406
397,0.644334,13.1896,13.8339,1.04236,1.4025
398,14.4916,-0.34349,14.1481,1.06604,0.0184795
399,0.0436541,13.8521,13.8958,1.04703,1.46962
400,14.4139,-0.668445,13.7455,1.0357,-0.0126979
401,0.222219,13.7379,13.9601,1.05188,1.45719
402,13.7723,-0.0229035,13.7494,1.036,0.0501553
403,1.19202,12.8208,14.0128,1.05585,1.36649
404,12.283,1.43788,13.7209,1.03385,0.200685
405,2.81847,11.2738,14.0923,1.06183,1.20567
406,10.164,3.55333,13.7173,1.03358,0.418566
407,4.99223,9.13562,14.1278,1.06451,0.987599
408,7.7367,6.00287,13.7396,1.03526,0.668096
409,7.46897,6.67896,14.1479,1.06603,0.736706
410,5.23694,8.49822,13.7352,1.03493,0.922733
411,9.9851,4.1678,14.1529,1.0664,0.481544
412,3.03422,10.7463,13.7805,1.03834,1.15262
413,12.2283,1.92405,14.1524,1.06636,0.251281
414,1.33476,12.4667,13.8015,1.03992,1.32924
415,13.8934,0.235357,14.1287,1.06458,0.079949
416,0.301453,13.5219,13.8233,1.04157,1.44043
417,14.736,-0.601792,14.1342,1.065,-0.00723505
418,0.0259736,13.9164,13.9424,1.05054,1.47439
419,14.2581,-0.502964,13.7552,1.03643,0.00117815
420,0.531751,13.4706,14.0024,1.05506,1.42848
421,13.2402,0.483254,13.7235,1.03404,0.103606
422,1.80282,12.2759,14.0787,1.06081,1.30685
423,11.4537,2.23233,13.686,1.03122,0.284456
424,3.67649,10.4014,14.0779,1.06075,1.11825
425,9.15498,4.58803,13.743,1.03552,0.52092
426,6.01372,8.14601,14.1597,1.06692,0.885608
